ภาค,จังหวัด,เขตการปกครอง,กลุ่มอายุ (ย้ายถิ่น),ยอดรวม,ยอดรวม,ยอดรวม,ผู้ย้ายถิ่น,ผู้ย้ายถิ่น,ผู้ย้ายถิ่น,ผู้ไม่ย้ายถิ่น,ผู้ไม่ย้ายถิ่น,ผู้ไม่ย้ายถิ่น
ภาคกลาง,สมุทรปราการ,นอกเขตเทศบาล,15 - 19," 38,855 "," 20,478 "," 18,377 "," 1,946 "," 1,946 ", -   ," 36,909 "," 18,532 "," 18,377 "
ภาคกลาง,สมุทรปราการ,นอกเขตเทศบาล,20 - 24," 53,747 "," 27,201 "," 26,546 ", 995 , -   , 995 ," 52,752 "," 27,201 "," 25,551 "
ภาคกลาง,สมุทรปราการ,นอกเขตเทศบาล,25 - 29," 77,822 "," 38,755 "," 39,067 "," 1,277 ", 666 , 610 ," 76,545 "," 38,089 "," 38,457 "
ภาคกลาง,สมุทรปราการ,นอกเขตเทศบาล,30 - 34," 92,128 "," 44,308 "," 47,820 "," 7,538 ", 419 ," 7,118 "," 84,590 "," 43,889 "," 40,702 "
ภาคกลาง,สมุทรปราการ,นอกเขตเทศบาล,35 - 39," 92,925 "," 45,564 "," 47,361 "," 1,814 "," 1,814 ", -   ," 91,111 "," 43,750 "," 47,361 "
ภาคกลาง,สมุทรปราการ,นอกเขตเทศบาล,40 - 44," 84,453 "," 38,641 "," 45,812 "," 3,134 "," 3,134 ", -   ," 81,319 "," 35,507 "," 45,812 "
ภาคกลาง,สมุทรปราการ,นอกเขตเทศบาล,45 - 49," 93,305 "," 48,256 "," 45,049 ", 708 , 708 , -   ," 92,597 "," 47,548 "," 45,049 "
ภาคกลาง,สมุทรปราการ,นอกเขตเทศบาล,50 - 54," 74,865 "," 32,203 "," 42,662 "," 1,061 ", 524 , 537 ," 73,804 "," 31,679 "," 42,125 "
ภาคกลาง,สมุทรปราการ,นอกเขตเทศบาล,55 - 59," 68,329 "," 37,689 "," 30,639 "," 2,823 "," 1,394 "," 1,429 "," 65,506 "," 36,295 "," 29,210 "
ภาคกลาง,สมุทรปราการ,นอกเขตเทศบาล,60 ปีขึ้นไป," 130,300 "," 56,521 "," 73,779 ", -   , -   , -   ," 130,300 "," 56,521 "," 73,779 "
ภาคกลาง,นนทบุรี,รวม,ยอดรวม," 1,680,303 "," 790,145 "," 890,157 "," 6,293 "," 3,949 "," 2,344 "," 1,674,010 "," 786,196 "," 887,813 "
ภาคกลาง,นนทบุรี,รวม,0 - 5," 50,417 "," 21,253 "," 29,162 ", -   , -   , -   ," 50,417 "," 21,253 "," 29,162 "
ภาคกลาง,นนทบุรี,รวม,6 - 12," 100,047 "," 51,064 "," 48,983 ", -   , -   , -   ," 100,047 "," 51,064 "," 48,983 "
ภาคกลาง,นนทบุรี,รวม,13 - 14," 30,661 "," 18,081 "," 12,580 ", -   , -   , -   ," 30,661 "," 18,081 "," 12,580 "
ภาคกลาง,นนทบุรี,รวม,15 - 19," 68,958 "," 35,131 "," 33,827 ", -   , -   , -   ," 68,958 "," 35,131 "," 33,827 "
ภาคกลาง,นนทบุรี,รวม,20 - 24," 89,449 "," 46,685 "," 42,764 "," 1,542 ", -   ," 1,542 "," 87,907 "," 46,685 "," 41,222 "
ภาคกลาง,นนทบุรี,รวม,25 - 29," 115,463 "," 57,663 "," 57,800 "," 1,279 "," 1,279 ", -   ," 114,184 "," 56,384 "," 57,800 "
ภาคกลาง,นนทบุรี,รวม,30 - 34," 143,677 "," 67,462 "," 76,215 ", -   , -   , -   ," 143,677 "," 67,462 "," 76,215 "
ภาคกลาง,นนทบุรี,รวม,35 - 39," 154,802 "," 72,849 "," 81,953 ", -   , -   , -   ," 154,802 "," 72,849 "," 81,953 "
ภาคกลาง,นนทบุรี,รวม,40 - 44," 166,358 "," 76,857 "," 89,501 "," 1,376 "," 1,376 ", -   ," 164,982 "," 75,481 "," 89,501 "
ภาคกลาง,นนทบุรี,รวม,45 - 49," 172,998 "," 84,721 "," 88,278 ", 561 , 561 , -   ," 172,437 "," 84,160 "," 88,278 "
ภาคกลาง,นนทบุรี,รวม,50 - 54," 151,514 "," 75,462 "," 76,052 ", 423 , 423 , -   ," 151,091 "," 75,039 "," 76,052 "
ภาคกลาง,นนทบุรี,รวม,55 - 59," 133,156 "," 54,728 "," 78,428 ", -   , -   , -   ," 133,156 "," 54,728 "," 78,428 "
ภาคกลาง,นนทบุรี,รวม,60 ปีขึ้นไป," 302,803 "," 128,189 "," 174,614 "," 1,112 ", 310 , 802 ," 301,691 "," 127,879 "," 173,812 "
ภาคกลาง,นนทบุรี,ในเขตเทศบาล,ยอดรวม," 1,005,720 "," 473,850 "," 531,869 "," 3,140 "," 2,192 ", 948 ," 1,002,580 "," 471,658 "," 530,921 "
ภาคกลาง,นนทบุรี,ในเขตเทศบาล,0 - 5," 31,347 "," 11,177 "," 20,169 ", -   , -   , -   ," 31,347 "," 11,177 "," 20,169 "
ภาคกลาง,นนทบุรี,ในเขตเทศบาล,6 - 12," 64,094 "," 33,521 "," 30,573 ", -   , -   , -   ," 64,094 "," 33,521 "," 30,573 "
ภาคกลาง,นนทบุรี,ในเขตเทศบาล,13 - 14," 12,980 "," 9,514 "," 3,466 ", -   , -   , -   ," 12,980 "," 9,514 "," 3,466 "
ภาคกลาง,นนทบุรี,ในเขตเทศบาล,15 - 19," 41,280 "," 21,068 "," 20,212 ", -   , -   , -   ," 41,280 "," 21,068 "," 20,212 "
ภาคกลาง,นนทบุรี,ในเขตเทศบาล,20 - 24," 53,550 "," 27,998 "," 25,552 ", 948 , -   , 948 ," 52,602 "," 27,998 "," 24,604 "
ภาคกลาง,นนทบุรี,ในเขตเทศบาล,25 - 29," 69,116 "," 34,580 "," 34,536 ", 465 , 465 , -   ," 68,651 "," 34,115 "," 34,536 "
ภาคกลาง,นนทบุรี,ในเขตเทศบาล,30 - 34," 85,995 "," 40,457 "," 45,538 ", -   , -   , -   ," 85,995 "," 40,457 "," 45,538 "
ภาคกลาง,นนทบุรี,ในเขตเทศบาล,35 - 39," 92,655 "," 43,688 "," 48,967 ", -   , -   , -   ," 92,655 "," 43,688 "," 48,967 "
ภาคกลาง,นนทบุรี,ในเขตเทศบาล,40 - 44," 101,469 "," 43,462 "," 58,007 ", 433 , 433 , -   ," 101,036 "," 43,029 "," 58,007 "
ภาคกลาง,นนทบุรี,ในเขตเทศบาล,45 - 49," 101,652 "," 53,436 "," 48,216 ", 561 , 561 , -   ," 101,091 "," 52,875 "," 48,216 "
ภาคกลาง,นนทบุรี,ในเขตเทศบาล,50 - 54," 89,012 "," 46,766 "," 42,246 ", 423 , 423 , -   ," 88,589 "," 46,343 "," 42,246 "
ภาคกลาง,นนทบุรี,ในเขตเทศบาล,55 - 59," 81,364 "," 31,309 "," 50,055 ", -   , -   , -   ," 81,364 "," 31,309 "," 50,055 "
ภาคกลาง,นนทบุรี,ในเขตเทศบาล,60 ปีขึ้นไป," 181,206 "," 76,874 "," 104,332 ", 310 , 310 , -   ," 180,896 "," 76,564 "," 104,332 "
ภาคกลาง,นนทบุรี,นอกเขตเทศบาล,ยอดรวม," 674,583 "," 316,295 "," 358,288 "," 3,153 "," 1,757 "," 1,396 "," 671,430 "," 314,538 "," 356,892 "
ภาคกลาง,นนทบุรี,นอกเขตเทศบาล,0 - 5," 19,070 "," 10,076 "," 8,993 ", -   , -   , -   ," 19,070 "," 10,076 "," 8,993 "
ภาคกลาง,นนทบุรี,นอกเขตเทศบาล,6 - 12," 35,953 "," 17,543 "," 18,410 ", -   , -   , -   ," 35,953 "," 17,543 "," 18,410 "
ภาคกลาง,นนทบุรี,นอกเขตเทศบาล,13 - 14," 17,681 "," 8,567 "," 9,114 ", -   , -   , -   ," 17,681 "," 8,567 "," 9,114 "
ภาคกลาง,นนทบุรี,นอกเขตเทศบาล,15 - 19," 27,678 "," 14,063 "," 13,615 ", -   , -   , -   ," 27,678 "," 14,063 "," 13,615 "
ภาคกลาง,นนทบุรี,นอกเขตเทศบาล,20 - 24," 35,899 "," 18,687 "," 17,212 ", 594 , -   , 594 ," 35,305 "," 18,687 "," 16,618 "
ภาคกลาง,นนทบุรี,นอกเขตเทศบาล,25 - 29," 46,347 "," 23,083 "," 23,264 ", 814 , 814 , -   ," 45,533 "," 22,269 "," 23,264 "
ภาคกลาง,นนทบุรี,นอกเขตเทศบาล,30 - 34," 57,682 "," 27,005 "," 30,677 ", -   , -   , -   ," 57,682 "," 27,005 "," 30,677 "
ภาคกลาง,นนทบุรี,นอกเขตเทศบาล,35 - 39," 62,147 "," 29,161 "," 32,986 ", -   , -   , -   ," 62,147 "," 29,161 "," 32,986 "
ภาคกลาง,นนทบุรี,นอกเขตเทศบาล,40 - 44," 64,889 "," 33,395 "," 31,494 ", 943 , 943 , -   ," 63,946 "," 32,452 "," 31,494 "
ภาคกลาง,นนทบุรี,นอกเขตเทศบาล,45 - 49," 71,346 "," 31,285 "," 40,062 ", -   , -   , -   ," 71,346 "," 31,285 "," 40,062 "
ภาคกลาง,นนทบุรี,นอกเขตเทศบาล,50 - 54," 62,502 "," 28,696 "," 33,806 ", -   , -   , -   ," 62,502 "," 28,696 "," 33,806 "
ภาคกลาง,นนทบุรี,นอกเขตเทศบาล,55 - 59," 51,792 "," 23,419 "," 28,373 ", -   , -   , -   ," 51,792 "," 23,419 "," 28,373 "
ภาคกลาง,นนทบุรี,นอกเขตเทศบาล,60 ปีขึ้นไป," 121,597 "," 51,315 "," 70,282 ", 802 , -   , 802 ," 120,795 "," 51,315 "," 69,480 "
ภาคกลาง,ปทุมธานี,รวม,ยอดรวม," 1,592,183 "," 767,694 "," 824,490 "," 26,414 "," 13,397 "," 13,019 "," 1,565,769 "," 754,297 "," 811,471 "
ภาคกลาง,ปทุมธานี,รวม,0 - 5," 73,223 "," 36,792 "," 36,431 "," 2,037 ", -   ," 2,037 "," 71,186 "," 36,792 "," 34,394 "
ภาคกลาง,ปทุมธานี,รวม,6 - 12," 84,292 "," 43,494 "," 40,799 "," 1,301 ", 733 , 569 ," 82,991 "," 42,761 "," 40,230 "
ภาคกลาง,ปทุมธานี,รวม,13 - 14," 26,627 "," 14,275 "," 12,353 ", 647 , -   , 647 ," 25,980 "," 14,275 "," 11,706 "
ภาคกลาง,ปทุมธานี,รวม,15 - 19," 75,344 "," 35,822 "," 39,522 "," 2,458 "," 1,818 ", 640 ," 72,886 "," 34,004 "," 38,882 "
ภาคกลาง,ปทุมธานี,รวม,20 - 24," 117,865 "," 56,717 "," 61,148 "," 1,370 ", -   ," 1,370 "," 116,495 "," 56,717 "," 59,778 "
ภาคกลาง,ปทุมธานี,รวม,25 - 29," 142,455 "," 70,161 "," 72,294 "," 4,177 "," 4,177 ", -   ," 138,278 "," 65,984 "," 72,294 "
ภาคกลาง,ปทุมธานี,รวม,30 - 34," 159,233 "," 73,696 "," 85,537 "," 5,536 "," 2,575 "," 2,962 "," 153,697 "," 71,121 "," 82,575 "
ภาคกลาง,ปทุมธานี,รวม,35 - 39," 162,251 "," 78,462 "," 83,789 "," 4,415 "," 1,317 "," 3,098 "," 157,836 "," 77,145 "," 80,691 "
ภาคกลาง,ปทุมธานี,รวม,40 - 44," 166,629 "," 68,508 "," 98,121 "," 1,789 ", 864 , 925 ," 164,840 "," 67,644 "," 97,196 "
ภาคกลาง,ปทุมธานี,รวม,45 - 49," 136,666 "," 79,619 "," 57,047 ", 983 , 983 , -   ," 135,683 "," 78,636 "," 57,047 "
ภาคกลาง,ปทุมธานี,รวม,50 - 54," 122,103 "," 60,579 "," 61,523 ", 930 , 930 , -   ," 121,173 "," 59,649 "," 61,523 "
ภาคกลาง,ปทุมธานี,รวม,55 - 59," 106,206 "," 51,113 "," 55,093 ", -   , -   , -   ," 106,206 "," 51,113 "," 55,093 "
ภาคกลาง,ปทุมธานี,รวม,60 ปีขึ้นไป," 219,289 "," 98,456 "," 120,833 ", 771 , -   , 771 ," 218,518 "," 98,456 "," 120,062 "
ภาคกลาง,ปทุมธานี,ในเขตเทศบาล,ยอดรวม," 909,468 "," 428,297 "," 481,173 "," 23,302 "," 12,467 "," 10,837 "," 886,166 "," 415,830 "," 470,336 "
ภาคกลาง,ปทุมธานี,ในเขตเทศบาล,0 - 5," 41,407 "," 19,826 "," 21,581 "," 1,213 ", -   ," 1,213 "," 40,194 "," 19,826 "," 20,368 "
ภาคกลาง,ปทุมธานี,ในเขตเทศบาล,6 - 12," 49,346 "," 25,718 "," 23,629 "," 1,301 ", 733 , 569 ," 48,045 "," 24,985 "," 23,060 "
ภาคกลาง,ปทุมธานี,ในเขตเทศบาล,13 - 14," 14,281 "," 7,211 "," 7,071 ", 647 , -   , 647 ," 13,634 "," 7,211 "," 6,424 "
ภาคกลาง,ปทุมธานี,ในเขตเทศบาล,15 - 19," 43,050 "," 19,985 "," 23,065 "," 1,818 "," 1,818 ", -   ," 41,232 "," 18,167 "," 23,065 "
ภาคกลาง,ปทุมธานี,ในเขตเทศบาล,20 - 24," 67,327 "," 31,642 "," 35,685 ", 652 , -   , 652 ," 66,675 "," 31,642 "," 35,033 "
ภาคกลาง,ปทุมธานี,ในเขตเทศบาล,25 - 29," 81,334 "," 39,143 "," 42,191 "," 4,177 "," 4,177 ", -   ," 77,157 "," 34,966 "," 42,191 "
ภาคกลาง,ปทุมธานี,ในเขตเทศบาล,30 - 34," 91,035 "," 41,115 "," 49,920 "," 5,536 "," 2,575 "," 2,962 "," 85,499 "," 38,540 "," 46,958 "
ภาคกลาง,ปทุมธานี,ในเขตเทศบาล,35 - 39," 92,674 "," 43,774 "," 48,900 "," 4,415 "," 1,317 "," 3,098 "," 88,259 "," 42,457 "," 45,802 "
ภาคกลาง,ปทุมธานี,ในเขตเทศบาล,40 - 44," 92,092 "," 38,515 "," 53,577 "," 1,789 ", 864 , 925 ," 90,303 "," 37,651 "," 52,652 "
ภาคกลาง,ปทุมธานี,ในเขตเทศบาล,45 - 49," 81,103 "," 44,123 "," 36,980 ", 983 , 983 , -   ," 80,120 "," 43,140 "," 36,980 "
ภาคกลาง,ปทุมธานี,ในเขตเทศบาล,50 - 54," 68,813 "," 33,774 "," 35,039 ", -   , -   , -   ," 68,813 "," 33,774 "," 35,039 "
ภาคกลาง,ปทุมธานี,ในเขตเทศบาล,55 - 59," 61,559 "," 28,540 "," 33,019 ", -   , -   , -   ," 61,559 "," 28,540 "," 33,019 "
ภาคกลาง,ปทุมธานี,ในเขตเทศบาล,60 ปีขึ้นไป," 125,447 "," 54,931 "," 70,516 ", 771 , -   , 771 ," 124,676 "," 54,931 "," 69,745 "
ภาคกลาง,ปทุมธานี,นอกเขตเทศบาล,ยอดรวม," 682,715 "," 339,397 "," 343,317 "," 3,112 ", 930 ," 2,182 "," 679,603 "," 338,467 "," 341,135 "
ภาคกลาง,ปทุมธานี,นอกเขตเทศบาล,0 - 5," 31,816 "," 16,966 "," 14,850 ", 824 , -   , 824 ," 30,992 "," 16,966 "," 14,026 "
ภาคกลาง,ปทุมธานี,นอกเขตเทศบาล,6 - 12," 34,946 "," 17,776 "," 17,170 ", -   , -   , -   ," 34,946 "," 17,776 "," 17,170 "
ภาคกลาง,ปทุมธานี,นอกเขตเทศบาล,13 - 14," 12,346 "," 7,064 "," 5,282 ", -   , -   , -   ," 12,346 "," 7,064 "," 5,282 "
ภาคกลาง,ปทุมธานี,นอกเขตเทศบาล,15 - 19," 32,294 "," 15,837 "," 16,457 ", 640 , -   , 640 ," 31,654 "," 15,837 "," 15,817 "
ภาคกลาง,ปทุมธานี,นอกเขตเทศบาล,20 - 24," 50,538 "," 25,075 "," 25,463 ", 718 , -   , 718 ," 49,820 "," 25,075 "," 24,745 "
ภาคกลาง,ปทุมธานี,นอกเขตเทศบาล,25 - 29," 61,121 "," 31,018 "," 30,103 ", -   , -   , -   ," 61,121 "," 31,018 "," 30,103 "
ภาคกลาง,ปทุมธานี,นอกเขตเทศบาล,30 - 34," 68,198 "," 32,581 "," 35,617 ", -   , -   , -   ," 68,198 "," 32,581 "," 35,617 "
ภาคกลาง,ปทุมธานี,นอกเขตเทศบาล,35 - 39," 69,577 "," 34,688 "," 34,889 ", -   , -   , -   ," 69,577 "," 34,688 "," 34,889 "
ภาคกลาง,ปทุมธานี,นอกเขตเทศบาล,40 - 44," 74,537 "," 29,993 "," 44,544 ", -   , -   , -   ," 74,537 "," 29,993 "," 44,544 "
ภาคกลาง,ปทุมธานี,นอกเขตเทศบาล,45 - 49," 55,563 "," 35,496 "," 20,067 ", -   , -   , -   ," 55,563 "," 35,496 "," 20,067 "
ภาคกลาง,ปทุมธานี,นอกเขตเทศบาล,50 - 54," 53,290 "," 26,805 "," 26,484 ", 930 , 930 , -   ," 52,360 "," 25,875 "," 26,484 "
ภาคกลาง,ปทุมธานี,นอกเขตเทศบาล,55 - 59," 44,647 "," 22,573 "," 22,074 ", -   , -   , -   ," 44,647 "," 22,573 "," 22,074 "
ภาคกลาง,ปทุมธานี,นอกเขตเทศบาล,60 ปีขึ้นไป," 93,842 "," 43,525 "," 50,317 ", -   , -   , -   ," 93,842 "," 43,525 "," 50,317 "
ภาคกลาง,พระนครศรีอยุธยา,รวม,ยอดรวม," 858,076 "," 421,156 "," 436,921 "," 3,161 "," 2,661 ", 501 ," 854,915 "," 418,495 "," 436,420 "
ภาคกลาง,พระนครศรีอยุธยา,รวม,0 - 5," 38,488 "," 19,118 "," 19,370 ", -   , -   , -   ," 38,488 "," 19,118 "," 19,370 "
ภาคกลาง,พระนครศรีอยุธยา,รวม,6 - 12," 58,434 "," 32,338 "," 26,097 ", -   , -   , -   ," 58,434 "," 32,338 "," 26,097 "
ภาคกลาง,พระนครศรีอยุธยา,รวม,13 - 14," 18,833 "," 7,880 "," 10,953 ", 413 , 413 , -   ," 18,420 "," 7,467 "," 10,953 "
ภาคกลาง,พระนครศรีอยุธยา,รวม,15 - 19," 50,656 "," 25,457 "," 25,199 ", -   , -   , -   ," 50,656 "," 25,457 "," 25,199 "
ภาคกลาง,พระนครศรีอยุธยา,รวม,20 - 24," 64,390 "," 30,535 "," 33,855 "," 1,567 "," 1,067 ", 501 ," 62,823 "," 29,468 "," 33,354 "
ภาคกลาง,พระนครศรีอยุธยา,รวม,25 - 29," 83,756 "," 44,888 "," 38,868 ", -   , -   , -   ," 83,756 "," 44,888 "," 38,868 "
ภาคกลาง,พระนครศรีอยุธยา,รวม,30 - 34," 76,382 "," 43,038 "," 33,344 ", 588 , 588 , -   ," 75,794 "," 42,450 "," 33,344 "
