ภาค,จังหวัด,สถานภาพแรงงาน,กำลังแรงงาน,กำลังแรงงานปัจจุบัน,รวม,ชาย,หญิง
ภาคกลาง,ฉะเชิงเทรา,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,465272.445,262214.8275,203057.62
ภาคกลาง,ฉะเชิงเทรา,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,3365.0125,1993.2,1371.815
ภาคกลาง,ฉะเชิงเทรา,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,504.75,328.6875,176.065
ภาคกลาง,ฉะเชิงเทรา,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,228911.2925,75183.0375,153728.2525
ภาคกลาง,ฉะเชิงเทรา,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,82332.8325,7936.2,74396.6325
ภาคกลาง,ฉะเชิงเทรา,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,49958.595,23285.9975,26672.605
ภาคกลาง,ฉะเชิงเทรา,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,21194.5,8250.25,12944.25
ภาคกลาง,ฉะเชิงเทรา,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,75425.5325,35710.71,39714.825
ภาคกลาง,ปราจีนบุรี,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,535533.25,257587.75,277945.5
ภาคกลาง,ปราจีนบุรี,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,385187.5175,203787.985,181399.5375
ภาคกลาง,ปราจีนบุรี,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,384900.76,203787.985,181112.7775
ภาคกลาง,ปราจีนบุรี,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,379835.45,201216.335,178619.115
ภาคกลาง,ปราจีนบุรี,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,5065.3125,2571.65,2493.6625
ภาคกลาง,ปราจีนบุรี,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,286.76,0,286.76
ภาคกลาง,ปราจีนบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,150345.7275,53799.7625,96545.9625
ภาคกลาง,ปราจีนบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,53147.7275,4779.86,48367.8675
ภาคกลาง,ปราจีนบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,30187.6175,15883.73,14303.885
ภาคกลาง,ปราจีนบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,12664,5767.75,6896
ภาคกลาง,ปราจีนบุรี,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,54346.43,27368.415,26978.2675
ภาคกลาง,นครนายก,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,246784.5,118421.25,128363.25
ภาคกลาง,นครนายก,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,154641.145,84555.725,70085.42
ภาคกลาง,นครนายก,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,154313.2675,84489.785,69823.4825
ภาคกลาง,นครนายก,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,152931.8275,83895.815,69036.0125
ภาคกลาง,นครนายก,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,1381.4375,593.97,787.4675
ภาคกลาง,นครนายก,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,327.875,65.945,261.935
ภาคกลาง,นครนายก,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,92143.355,33865.5225,58277.83
ภาคกลาง,นครนายก,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,25792.1625,4022.81,21769.3575
ภาคกลาง,นครนายก,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,18660.8975,8432.2825,10228.615
ภาคกลาง,นครนายก,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,8666,3329.75,5336.25
ภาคกลาง,นครนายก,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,39024.345,18080.7625,20943.5825
ภาคกลาง,สระแก้ว,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,511936.75,249962.75,261974
ภาคกลาง,สระแก้ว,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,352608.73,197254.8375,155353.8925
ภาคกลาง,สระแก้ว,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,352399.24,197151.98,155247.2625
ภาคกลาง,สระแก้ว,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,345857.2275,193308.0675,152549.1575
ภาคกลาง,สระแก้ว,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,6542.015,3843.9125,2698.1025
ภาคกลาง,สระแก้ว,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,209.49,102.8575,106.6325
ภาคกลาง,สระแก้ว,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,159328.02,52707.9125,106620.1075
ภาคกลาง,สระแก้ว,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,54170.7025,2482.37,51688.335
